Player-additional,Age,TS%,RPG,APG,PPG,BPG,SPG,Player,Pos,Pos_og,Year,All Star
monkma01,24,0.591,2.6,3.9,13.7,0.3,0.6,Malik Monk,G,SG,2023,False
moodymo01,20,0.59,1.6,0.8,4.5,0.1,0.3,Moses Moody,G,SG,2023,False
moonxa01,28,0.313,1.0,1.7,1.7,0.0,0.0,Xavier Moon,G,SG,2023,False
moorewe01,21,0.452,0.6,0.7,1.5,0.2,0.3,Wendell Moore Jr.,G,SG,2023,False
moranja01,23,0.557,5.9,8.1,26.4,0.3,1.1,Ja Morant,G,PG,2023,True
morrima02,33,0.5903333333333333,1.5333333333333332,0.7333333333333334,3.0333333333333337,0.13333333333333333,0.26666666666666666,Markieff Morris,F,PF,2023,False
morrima03,33,0.534,4.0,1.8,11.2,0.3,0.6,Marcus Morris,F,PF,2023,False
morrimo01,27,0.579,3.4,5.3,10.3,0.2,0.7,Monte Morris,G,PG,2023,False
murphtr02,22,0.647,3.6,1.4,14.0,0.6,1.1,Trey Murphy III,F,SF,2023,False
murrade01,26,0.538,5.3,6.1,20.5,0.3,1.5,Dejounte Murray,G,SG,2023,False
murraja01,25,0.569,4.0,6.2,20.0,0.2,1.0,Jamal Murray,G,PG,2023,False
murrake02,22,0.601,4.6,1.2,12.2,0.5,0.8,Keegan Murray,F,SF,2023,False
muscami01,31,0.577,2.9666666666666663,0.7000000000000001,5.266666666666667,0.3333333333333333,0.26666666666666666,Mike Muscala,C,C,2023,False
mykhasv01,25,0.6506666666666666,1.3,1.3,5.666666666666667,0.10000000000000002,0.3666666666666667,Svi Mykhailiuk,F,SF,2023,False
nancela02,30,0.645,5.5,1.8,6.9,0.6,0.9,Larry Nance Jr.,F,PF,2023,False
nembhan01,23,0.526,2.6,4.3,9.3,0.2,0.9,Andrew Nembhard,G,SG,2023,False
nesmiaa01,23,0.56,3.8,1.4,10.0,0.4,0.8,Aaron Nesmith,F,SF,2023,False
netora01,30,0.636,0.9,1.4,3.0,0.1,0.3,Raul Neto,G,PG,2023,False
niangge01,29,0.604,2.3,1.0,8.0,0.2,0.4,Georges Niang,F,PF,2023,False
